id,發布日期,標題,報驗受理日期,進口商(公司名稱),製造廠或出口商名稱
4073,2015/03/30,日本出口「KABAYA宇治抹茶巧克力夾心餅8枚/盒」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/23,大潤發流通事業股份有限公司,KABAYA食品株式會社
4074,2015/03/30,日本出口「NISSHIN速食麵(鹽風味)」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/23,柏泓企業有限公司,日清食品株式會社
4075,2015/03/30,日本出口「NISSHIN速食麵(醬油味)」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/23,柏泓企業有限公司,日清食品株式會社
4076,2015/03/30,日本出口「NISSHIN速食麵(味噌味)」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/23,柏泓企業有限公司,日清食品株式會社
4077,2015/03/30,日本出口「TOSUI東水浜鹽速食杯」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/24,中太食品有限公司,東洋水產(株)
4078,2015/03/30,日本出口「SHOWA鬆餅粉」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/23,向虹園貿易有限公司,昭和產業株式會社
4057,2015/03/28,日本出口「ITOU伊藤KT貓造型餅四連包」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/18,京奇貿易有限公司,ITO製菓株式會社
4058,2015/03/28,"日本出口「株式會社FLANDERSFLANDERS '卡士達奶油'」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品)",2015/03/04,商田實業有限公司,株式會社FLANDERS
4059,2015/03/28,日本出口「CALCUITS凱兒蛋酥」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品),2015/03/18,上友有限公司,株式會社FLANDERS
4060,2015/03/28,"日本出口「SUNTRYSUNTORY 微醺氣氛 無酒精西洋梨風味碳酸飲料」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品)",2015/03/23,裕毛屋企業股份有限公司,SUNTORY酒類株式會社
4061,2015/03/28,"日本出口「DAISHODAISHO 壽喜燒醬 400G」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品)",2015/03/23,裕毛屋企業股份有限公司,"株式會社 DAISHO"
4062,2015/03/28,"日本出口「日本製粉日本製粉 卡士達醬調理粉」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品)",2015/03/23,裕毛屋企業股份有限公司,日本製粉株式會社
4063,2015/03/28,"日本出口「日本製粉日本製粉 海綿蛋糕調理粉」檢出其它衛生項目不符規定(公告暫停受理查驗之日本5縣產品)",2015/03/23,裕毛屋企業股份有限公司,日本製粉株式會社
4048,2015/03/24,"越南出口「CUNG DINH雞味速食麵(CUNG DINH INSTANT NOODLE )」檢出防腐劑含量不符規定",2014/12/30,青田有限公司,MASAN
4049,2015/03/24,"越南出口「CUNG DINH蟹味速食麵(&quot;CUNG DINH&quot; INSTANT NOODLE)」檢出防腐劑含量不符規定",2015/01/07,青田有限公司,MICOEM
4050,2015/03/24,"越南出口「VINH THUAN大包粉(VINH THUAN STEAMED BUN FLOUR)」檢出防腐劑含量不符規定",2015/01/28,青田有限公司,"VINH THUAN"
4051,2015/03/24,"中國大陸出口「ZARA HOME馬克杯(8860/210 TABLEWARE (MUG))」檢出其它衛生項目不符規定(蒸發殘渣含量不符規定)",2015/02/17,荷蘭商颯拉家飾股份有限公司台灣分公司,"ZARA HOME ESPANA S.A."
4052,2015/03/24,越南出口「活蟳(LIVE&#160;SWAMP&#160;CRABS)」檢出其它衛生項目不符規定(動物用藥殘留含量不符規定),2015/02/22,集富企業有限公司,"HOANG HA INT'L LOGISTICS JSC"
4053,2015/03/24,"日本出口「HONMEIICHIZAN CO.,LTD鮮萬能蔥(FRESH BUNCHING ONION)」檢出殘留農藥含量不符規定",2015/02/23,元億水產有限公司,"HONMEIICHIZAN CO.,LTD"
4054,2015/03/24,"越南出口「紅茶(BLACK TEA OP)」檢出殘留農藥含量不符規定",2015/02/24,承恩食品企業有限公司,"QUAN DONG PRODUCING AND TRADING COMPANY LIMITED"
4055,2015/03/24,"法國出口「SICOLY冷凍藍莓(整粒)(&quot;SICOLY&quot; BLUEBERRY CULTIVATED)」檢出殘留農藥含量不符規定",2015/02/24,同興實業股份有限公司,SICOLY法國
4056,2015/03/24,"越南出口「紅茶葉(BLACK TEA DSC)」檢出殘留農藥含量不符規定",2015/02/24,憬謚企業有限公司,"TON VINH TECHNOLOGY AND TRADE DEVELOPMENT COMPANY LIMITED"
4035,2015/03/10,"美國出口「PIONEER馬鈴薯(FRESH POTATOES N.W. 50 LBR/CTN (輸入供食品用途) (F-S-41047-04517519-7-N))」檢出殘留農藥含量不符規定",2015/02/06,伊歐企業有限公司,"STREBIN FARMS LLC"
4012,2015/03/10,"德國出口「HANSAL德國賀壽綜合維他命發泡錠
(3700012&#160;HANSAL&#160;MULTIVITAMIN&#160;EFF.&#160;TABLETS)」檢出甜味劑含量不符規定",2015/02/02,允富國際股份有限公司,"SANOTACT GMBH"
4013,2015/03/10,德國出口「HANSAL德國賀壽維他命礦物質發泡錠(3705012&#160;HANSAL&#160;MULTIVIT.+MINERAL&#160;EFF.&#160;TABLETS)」檢出甜味劑含量不符規定,2015/02/02,允富國際股份有限公司,"SANOTACT GMBH"
4014,2015/03/10,德國出口「HANSAL德國賀壽維他命C發泡錠(3710012&#160;HANSAL&#160;VITAMIN&#160;C&#160;EFF.&#160;TABLETS)」檢出甜味劑含量不符規定,2015/02/02,允富國際股份有限公司,"SANOTACT GMBH"
4015,2015/03/10,德國出口「HANSAL德國賀壽鈣+維他命C發泡錠(3735012&#160;HANSAL&#160;CA&#160;+&#160;C&#160;EFF.&#160;TABLETS)」檢出甜味劑含量不符規定,2015/02/02,允富國際股份有限公司,"SANOTACT GMBH"
4016,2015/03/10,"斯里蘭卡出口「DILMAH帝瑪鐵觀音(T-SERIES MINI CADDY 85646-SHR TIE GUAN YIN)」檢出殘留農藥含量不符規定",2015/02/04,葳麗實業有限公司,"CEYLON TEA SERVICES PLC"
4017,2015/03/10,"法國出口「PARIS GASTRONOMY萵苣綜合生菜(FRESH MESCLUM MIXED BABY SALADS)」檢出殘留農藥含量不符規定",2015/02/06,東遠國際有限公司,"PARIS GASTRONOMY"
4018,2015/03/10,"日本出口「FUKUOKA AGRICULTURAL金橙(KUMQUAT)」檢出殘留農藥含量不符規定",2015/02/06,尚農實業有限公司,"FUKUOKA AGRICULTURAL PROUDUCTS TRADIG CO.,LTD."
4020,2015/03/10,"越南出口「HOANG HA INTERNATIONAL LOGISTICS JSC活蟳(LIVE SCYLLA SERRATA(SWAMP CRABS))」檢出動物用藥殘留含量不符規定",2015/02/07,熏香實業有限公司,"HOANG HA INTERNATIONAL LOGISTICS JSC"
4021,2015/03/10,"印尼出口「FINNA炸蝦餅(FINNA KERUPUK NUSANTARA)」檢出甜味劑含量不符規定",2015/02/09,慕南有限公司,"PT.SEKAR LAUT TBK"
4022,2015/03/10,"韓國出口「三花烤肉醬油(SOY SAUCE)」檢出防腐劑含量不符規定",2015/02/09,韓濟名味品有限公司,三花食品
4023,2015/03/10,"泰國出口「Y.S.Y.EXPRESS TRADING CO.,LTD綠蘆筍(FRESH ASPARAGUS)」檢出殘留農藥含量不符規定",2015/02/09,達安實業有限公司,"Y.S.Y.EXPRESS TRADING CO.,LTD"
4024,2015/03/10,"泰國出口「Y.S.Y.EXPRESS TRADING CO.,LTD綠蘆筍(FRESH ASPARAGUS)」檢出殘留農藥含量不符規定",2015/02/09,達安實業有限公司,"Y.S.Y.EXPRESS TRADING CO.,LTD"
4025,2015/03/10,"日本出口「HONMEIICHIZAN CO.,LTD鮮萬能蔥(FRESH BUNCHING ONION)」檢出殘留農藥含量不符規定",2015/02/09,元億水產有限公司,"HONMEIICHIZAN CO.,LTD"
4026,2015/03/10,"日本出口「YUFONG TRADING CO., LTD.鮮柑橘(FRESH JAPANESE CITRON(YUZU))」檢出殘留農藥含量不符規定",2015/02/09,鮪宇行,"YUFONG TRADING CO., LTD."
4027,2015/03/10,"中國大陸出口「TUNG NAN CO.山藥(山藥:乾毛淮山片 (已加工乾燥)(輸入供食品用途) 產品批號:FTZ1503/1)」檢出漂白劑含量不符規定",2015/02/10,童子貿易有限公司,"TUNG NAN CO."
4028,2015/03/10,"阿拉伯聯合大公國出口「AHMAD亞曼阿薩姆紅茶250G補充包(ASSAM TEA)」檢出殘留農藥含量不符規定",2015/02/11,圻錩國際有限公司,"AHMAD TEA LTD."
4029,2015/03/10,印度出口「幼指天椒粉(幼指天椒粉)」檢出殘留農藥含量不符規定,2015/02/11,太翔海運承攬運送有限公司,金塔食品廠
4030,2015/03/10,"日本出口「冷凍柚子皮(FROZEN RAW CHOPPED CITRON)」檢出殘留農藥含量不符規定",2015/02/13,海康貿易有限公司,金九株式会社
4031,2015/03/10,"日本出口「冷凍柚子皮(FROZEN RAW CHOPPED CITRON)」檢出殘留農藥含量不符規定",2015/02/13,海康貿易有限公司,金九株式会社
4032,2015/03/10,"日本出口「LONG DE TRADE CO., L小青椒(西西豆)(FRESH SHISHITOU)」檢出殘留農藥含量不符規定",2015/02/13,海康貿易有限公司,"LONG DE TRADE CO., LTD."
4033,2015/03/10,"印度出口「紅茶(TEA SAMPLE-ASSAM-BOP)」檢出殘留農藥含量不符規定",2015/02/13,捷可星國際貿易有限公司,"ASHWA INCORPORATION"
4034,2015/03/10,"法國出口「CARREFOUR家福艾曼塔起司絲(3270190207696 C-SHREDDED EMMENTAL CHEESE)」檢出防腐劑含量不符規定",2014/11/28,家福股份有限公司,法國家福股份有限公司
3982,2015/03/04,"美國出口「ALL CHOCOLATE綜合巧克力袋(999984 ALL CHOCOLATE INTL  BAG)」檢出含非法定著色劑",2014/12/23,好市多股份有限公司,"CWI PACKAGING (HERSHEY,MARS,NESTLE)"
3993,2015/03/04,"泰國出口「READY運動飲料(READY BOOTT)」檢出其它衛生項目不符規定(咖啡因含量不符規定)",2015/01/27,馥敦有限公司,"T.C. PHAMACEUTICAL IND. CO.,LTD"
3983,2015/03/04,"越南出口「紅茶葉(BLACK TEA DSC)」檢出殘留農藥含量不符規定",2015/01/19,憬謚企業有限公司,"TON VINH TECHNOLOGY AND TRADE DEVELOPMENT COMPANY LIMITED"
3984,2015/03/04,"日本出口「益生源乳酸菌食品(銀)(COLEPOLI R POWDER 10%)」檢出甜味劑含量不符規定",2015/01/20,秉新藥業股份有限公司,東和藥品株式會社
3985,2015/03/04,泰國出口「烏龍茶(烏龍茶)」檢出殘留農藥含量不符規定,2015/01/21,圓凱有限公司,"S-GREEN SUPPLY LIMITED PARTNERSHIP"
3986,2015/03/04,"日本出口「LONG DE TRADE CO.,LT海藻(SEAWEED)」檢出重金屬含量不符規定",2015/01/22,鮮運貿易有限公司,"LONG DE TRADE CO.,LTD"
3987,2015/03/04,中國大陸出口「枸杞(枸杞子)」檢出殘留農藥含量不符規定,2015/01/24,和盛記蔘藥有限公司,"SHAOYANG TRUST TRADE LIMITED COMPANY"
3988,2015/03/04,"香港出口「乾章魚(DRIED OCTOPUS)」檢出漂白劑含量不符規定",2015/01/26,華德企業有限公司,益達海產有限公司
3989,2015/03/04,"日本出口「HONMEIICHIZAN CO.,LTD鮮萬能蔥(FRESH BUNCHING ONION)」檢出殘留農藥含量不符規定",2015/01/26,元億水產有限公司,"HONMEIICHIZAN CO.,LTD"
3994,2015/03/04,"日本出口「抹茶(GREEN TEA TE/A-0260.00PART 3F食用 LOT NO.14013,14014)」檢出殘留農藥含量不符規定",2015/01/27,香港商可口可樂有限公司台灣分公司,"MITSUI &amp; CO., LTD."
3995,2015/03/04,"西班牙出口「TEHMAG德麥香吉士片(M001009 ORANGE SLICES WITH PEEL IN LIGHT SYRUP)」檢出殘留農藥含量不符規定",2015/01/28,德麥食品股份有限公司,"INDUSTRIAS VIDECA,S.A."
3996,2015/03/04,"西班牙出口「TEHMAG德麥香吉士片(M000673 ORANGE  SLICES WITH PEEL IN LIGHT SYRUP)」檢出殘留農藥含量不符規定",2015/01/28,德麥食品股份有限公司,"INDUSTRIAS VIDECA,S.A."
3997,2015/03/04,"印尼出口「KUSUKA樹薯脆片(KUSUKA KERIPIK SINGKONG)」檢出甜味劑含量不符規定",2015/01/29,倉進貿易有限公司,"CV. ARIRA PANGINDO"
3998,2015/03/04,"智利出口「AURORA AUSTRALIS S.A白櫻桃(FRESH CHERRY-RAINIER-PER)」檢出殘留農藥含量不符規定",2015/01/29,艾德旺實業有限公司,"AURORA AUSTRALIS S.A."
3999,2015/03/04,"日本出口「YAJI CO.,LTD蜜柑(ORANGE(UNSHIU))」檢出殘留農藥含量不符規定",2015/01/29,尚農實業有限公司,"YAJI CO.,LTD"
4000,2015/03/04,"美國出口「TANIMURA &amp; ANTLE蘿美(FRESH ROMAINE HEART (LETTUCE))」檢出殘留農藥含量不符規定",2015/01/29,聯合果貿易有限公司,"SACA TRADING"
4001,2015/03/04,"泰國出口「Y.S.Y.EXPRESS TRADING CO.,LTD綠蘆筍(FRESH ASPARAGUS)」檢出殘留農藥含量不符規定",2015/01/30,乙瑄實業有限公司,"Y.S.Y.EXPRESS TRADING CO.,LTD"
4002,2015/03/04,"越南出口「HAMIDO花生醬(PEANUT BUTTER)」檢出真菌毒素含量不符規定",2015/01/30,誼德國際股份有限公司,"HAMIDO FOOD CO.,LTD."
4003,2015/03/04,"中國大陸出口「乾製山藥 (淮山片)」檢出漂白劑含量不符規定",2015/01/31,利豐蔘藥行,"JIN CHENG INDUSTRIAL CO.,LTD."
4004,2015/03/04,"智利出口「GLOBAL GROWERS MARKETING S.A.鮮藍莓(FRESH BLUEBERRIES)」檢出殘留農藥含量不符規定",2015/02/02,馥農企業股份有限公司,"GLOBAL GROWERS MARKETING S.A."
4005,2015/03/04,"日本出口「HONMEIICHIZAN CO.,LTD鮮萬能蔥(FRESH BUNCHING ONION)」檢出殘留農藥含量不符規定",2015/02/02,元億水產有限公司,"HONMEIICHIZAN CO.,LTD"
4006,2015/03/04,"印度出口「LUPICIA調味紅茶 5566夢.歐蕾(5566 YUME AU LAIT FLAVOURED BLACK TEA)」檢出殘留農藥含量不符規定",2015/02/03,綠碧紅茶苑股份有限公司,"LUPICIA CO.,LTD"
4007,2015/03/04,"泰國出口「Y.S.Y.EXPRESS TRADING CO.,LTD綠蘆筍(FRESH ASPARAGUS)」檢出殘留農藥含量不符規定",2015/02/04,乙瑄實業有限公司,"Y.S.Y.EXPRESS TRADING CO.,LTD"
4008,2015/03/04,"越南出口「紅茶(BLACK TEA H2)」檢出殘留農藥含量不符規定",2015/02/05,煥翔實業有限公司,"TON VINH TECHNOLOGY AND TRADE DEVELOPMENT CO., LTD"
4009,2015/03/04,"越南出口「紅茶(BLACK TEA PS)」檢出殘留農藥含量不符規定",2015/02/05,煥翔實業有限公司,"TON VINH TECHNOLOGY AND TRADE DEVELOPMENT CO.,LTD"
4010,2015/03/04,"越南出口「紅茶(BLACK TEA OTD TH輸入供食品用)」檢出殘留農藥含量不符規定",2015/02/05,宏益製茶廠國際有限公司,"PHUSON PRODUCTION AND TRADING COMPANY LIMITED"
4011,2015/03/04,"越南出口「紅茶(BROKEN BLACK TEA &quot;輸入供食品用途&quot; INVOICE NO.:01/X-15)」檢出殘留農藥含量不符規定",2015/02/05,鑫安洋行,"TAM DUONG CO.,LTD."
3942,2015/02/17,法國出口「CARREFOUR家福艾曼塔起司絲(3270190207696&#160;C-SHREDDED&#160;EMMENTAL&#160;CHEESE)」檢出防腐劑含量不符規定,2014/11/14,家福股份有限公司,法國家福股份有限公司
3943,2015/02/17,"泰國出口「TRIPLE M TRADING CO.,LTD.蘆筍(FRESH ASPARAGUS)」檢出殘留農藥含量不符規定",2015/01/12,李特行有限公司,"TRIPLE M TRADING CO.,LTD."
3944,2015/02/17,"泰國出口「TRIPLE M TRADING CO.,LTD.蘆筍(FRESH ASPARAGUS)」檢出殘留農藥含量不符規定",2015/01/12,傑順國際貿易有限公司,"TRIPLE M TRADING CO.,LTD."
3945,2015/02/17,"越南出口「紅茶(BLACK TEA BO02)」檢出殘留農藥含量不符規定",2015/01/13,橘井企業有限公司,"YI JIIN TEA PROCESSING AND EXPORT ENTERPRISE"
3946,2015/02/17,"日本出口「芽鹿尾菜(6043002 MEHIJIKI)」檢出重金屬含量不符規定",2015/01/16,子愛貿易有限公司,"株式會社 松榮"
3947,2015/02/17,"日本出口「北村(北村 伊勢志摩產羊栖菜芽)(HIJIKI (北村 伊勢志摩產羊栖菜芽))」檢出重金屬含量不符規定",2015/01/16,裕毛屋企業股份有限公司,北村物產株式會社
3948,2015/02/17,"越南出口「紅茶(BLACK TEA BO51)」檢出殘留農藥含量不符規定",2015/01/19,橘井企業有限公司,"YI JIIN TEA PROCESSING AND EXPORT ENTERPRISE"
3949,2015/02/17,"秘魯出口「SOCIEDAD AGRICOLA DR綠蘆筍，生鮮或冷藏(GREEN&#160;ASPARAGUS,&#160;FRESH&#160;OR&#160;CHILLED)」檢出殘留農藥含量不符規定",2015/01/19,晨曦商行,"SOCIEDAD AGRICOLA DROKASA S.A."
3950,2015/02/17,"日本出口「HONMEIICHIZAN CO.,LTD鮮萬能蔥(FRESH BUNCHING ONION)」檢出殘留農藥含量不符規定",2015/01/19,元億水產有限公司,"HONMEIICHIZAN CO.,LTD"
3951,2015/02/17,"日本出口「GOSHO TSUGARU桔(FRESH KUMQUIT)」檢出殘留農藥含量不符規定",2015/01/20,楓軒企業有限公司,"ANKI INTERNATIONAL CO.,LTD."
3952,2015/02/17,"日本出口「丸山丸山深蒸抹茶煎茶茶包(DRIED POWDERED GREEN TEA BAG)」檢出殘留農藥含量不符規定",2015/01/22,力川貿易有限公司,丸山製茶株式会社
3953,2015/02/17,"日本出口「丸山丸山即溶煎茶粉(DRIED GREEN TEA POWDER)」檢出殘留農藥含量不符規定",2015/01/22,力川貿易有限公司,丸山製茶株式会社
3954,2015/02/17,"越南出口「紅茶(BLACK TEA OTD TH輸入供食品用)」檢出殘留農藥含量不符規定",2015/01/22,宏益製茶廠國際有限公司,"LAM DONG TEA JOINT STOCK COMPANY"
3923,2015/02/10,"奧地利出口「VOM FASS南瓜籽油(00026 PUMPKINSEED OIL FORM STYRIA PGI)」檢出重金屬含量不符規定",2014/12/23,百紛國際有限公司,"VOMFASS AG"
3924,2015/02/10,"美國出口「HERBALIFE草本濃縮速溶茶飲(粉狀飲品)-原味(0106TW HERBAL CONCENTRAGE ORIGINAL)」檢出殘留農藥含量不符規定",2014/12/26,美商賀寶芙股份有限公司台灣分公司,"PHARMACHEM LABORATORIES,INC."
3925,2015/02/10,"日本出口「茶三代一冷泡檸檬綠茶(茶包)(LEMON GREEN TEA(TEA BAG))」檢出殘留農藥含量不符規定",2014/12/29,胡田和里家股份有限公司,株式會社茶三代一
3926,2015/02/10,"美國出口「RUSSET GOLD馬鈴薯(FRESH POTATOES)」檢出殘留農藥含量不符規定",2014/12/31,上鮮農產有限公司,"OLD WEST EXPORTS INC"
3927,2015/02/10,越南出口「SAFOCO油炸速食麵(&quot;SAFOCO&quot;)」檢出防腐劑含量不符規定,2015/01/07,青田有限公司,SAFOCO
3928,2015/02/10,"越南出口「HOANG NHAT MINH SERVICE TRADING CO., LTD冷凍鯰魚片捲(FROZEN PANGASIUS CATFISH  ROLL(SIZE:80G) (PANGASIUS HYPOPHTHALMUS) (食品用)01/HNM-10)」檢出動物用藥殘留含量不符規定",2015/01/09,九弘水產有限公司,"HOANG NHAT MINH SERVICE TRADING CO., LTD."
3929,2015/02/10,"印度出口「AGRI-PACIFIC INT'L TRADING CORP鮮葡萄(FRESH GRAPES)」檢出殘留農藥含量不符規定",2015/01/09,弘果有限公司,"IFC OVERSEAS"
3930,2015/02/10,"肯亞出口「GREENERY PRODUCE茵陳蒿(FRESH TARRAGON)」檢出殘留農藥含量不符規定",2015/01/10,柏翊企業有限公司,"GREENERY PRODUCE"
3931,2015/02/10,"義大利出口「HALLES新鮮芝麻菜(FRESH ROQUETTE)」檢出殘留農藥含量不符規定",2015/01/10,聯馥食品股份有限公司,"HALLES ORLY SUD"
3932,2015/02/10,"日本出口「HONMEIICHIZAN CO.,LTD鮮萬能蔥(FRESH BUNCHING ONION)」檢出殘留農藥含量不符規定",2015/01/13,翔裕昇企業有限公司,"HONMEIICHIZAN CO.,LTD"
3933,2015/02/10,"日本出口「LONG DE TRADE CO., LTD.生鮮冷藏萬能蔥(FRESH BANNOUNEGI)」檢出殘留農藥含量不符規定",2015/01/13,富帆商店,"LONG DE TRADE CO., LTD."
